Protocol name;Instrument;Parameter;Level;Date;Value;Target;SD;Status;Message;User comment;User;Sample ID
AU 3 Multichem;AU3;TBIL;3;01/22/2017 17:30:29;90.00;93.2;2.5;Accepted;;;;T3
AU 3 Multichem;AU3;TP;3;01/22/2017 17:30:29;87.03;86;2;Accepted;;;;T3
AU 3 Multichem;AU3;TRIG;3;01/22/2017 17:30:29;2.910;2.9;0.09;Accepted;;;;T3
AU 3 Multichem;AU3;URATE;3;01/22/2017 17:30:29;455.0;463;15;Accepted;;;;T3
AU 3 Multichem;AU3;CL;3;01/22/2017 17:30:24;109.0;106.5;2;Accepted;;;;T3
AU 3 Multichem;AU3;K;3;01/22/2017 17:30:24;6.650;6.67;0.12;Accepted;;;;T3
AU 3 Multichem;AU3;NA;3;01/22/2017 17:30:24;156.0;156;1.75;Accepted;;;;T3
AU 3 Multichem;AU3;ALT;3;01/22/2017 17:30:19;236.3;229;10;Accepted;;;;T3
AU 3 Multichem;AU3;UREA;3;01/22/2017 17:30:19;22.18;22;0.8;Accepted;;;;T3
AU 3 Multichem;AU3;ALB;3;01/22/2017 17:30:14;56.20;54.9;1.7;Accepted;;;;T3
AU 3 Multichem;AU3;ALP;3;01/22/2017 17:30:14;455.0;475;15;Accepted;;;;T3
AU 3 Multichem;AU3;ALT;3;01/22/2017 17:30:14;238.4;229;10;Accepted;;;;T3
AU 3 Multichem;AU3;AMY;3;01/22/2017 17:30:14;321.0;312;10;Accepted;;;;T3
AU 3 Multichem;AU3;AST;3;01/22/2017 17:30:14;261.5;269;5;Accepted;;;;T3
AU 3 Multichem;AU3;C3;3;01/22/2017 17:30:14;2.080;2.1;0.06;Accepted;;;;T3
AU 3 Multichem;AU3;CK;3;01/22/2017 17:30:14;452.0;442;10;Accepted;;;;T3
AU 3 Multichem;AU3;CRP;3;01/22/2017 17:30:14;29.10;29.5;0.74;Accepted;;;;T3
AU 3 Multichem;AU3;GGT;3;01/22/2017 17:30:14;147.6;147;5;Accepted;;;;T3
AU 3 Multichem;AU3;HDL;3;01/22/2017 17:30:14;1.640;1.61;0.05;Accepted;;;;T3
AU 3 Multichem;AU3;IGG;3;01/22/2017 17:30:14;12.68;13.4;0.5;Accepted;;;;T3
AU 3 Multichem;AU3;LACT;3;01/22/2017 17:30:14;4.220;4.2;0.2;Accepted;;;;T3
AU 3 Multichem;AU3;MG;3;01/22/2017 17:30:14;1.870;1.82;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;PARA;3;01/22/2017 17:30:14;204.0;207;4;Accepted;;;;T3
AU 3 Multichem;AU3;PO4;3;01/22/2017 17:30:14;2.410;2.38;0.06;Accepted;;;;T3
AU 3 Multichem;AU3;SALIC;3;01/22/2017 17:30:14;357.9;365;10;Accepted;;;;T3
AU 3 Multichem;AU3;UREA;3;01/22/2017 17:30:14;22.09;22;0.8;Accepted;;;;T3
AU 3 Multichem;AU3;C4;2;01/22/2017 17:30:09;0.270;0.27;0.01;Accepted;;;;T2
AU 3 Multichem;AU3;CL;3;01/22/2017 17:30:09;105.0;106.5;2;Accepted;;;;T3
AU 3 Multichem;AU3;GLU;2;01/22/2017 17:30:09;7.140;6.8;0.2;Accepted;;;;T2
AU 3 Multichem;AU3;K;3;01/22/2017 17:30:09;6.570;6.67;0.12;Accepted;;;;T3
AU 3 Multichem;AU3;NA;3;01/22/2017 17:30:09;155.0;156;1.75;Accepted;;;;T3
AU 3 Multichem;AU3;TBIL;2;01/22/2017 17:30:09;50.00;50;1;Accepted;;;;T2
AU 3 Multichem;AU3;TRIG;2;01/22/2017 17:30:09;1.690;1.7;0.08;Accepted;;;;T2
AU 3 Multichem;AU3;ALC;2;01/22/2017 17:30:04;666.0;703;30;Accepted;;;;T2
AU 3 Multichem;AU3;BICARB;2;01/22/2017 17:30:04;24.00;23.5;2;Accepted;;;;T2
AU 3 Multichem;AU3;C4;2;01/22/2017 17:30:04;0.260;0.27;0.01;Accepted;;;;T2
AU 3 Multichem;AU3;CA;2;01/22/2017 17:30:04;2.470;2.4;0.08;Accepted;;;;T2
AU 3 Multichem;AU3;CHOL;2;01/22/2017 17:30:04;3.870;3.94;0.15;Accepted;;;;T2
AU 3 Multichem;AU3;CREAT;2;01/22/2017 17:30:04;165.0;164.5;5;Accepted;;;;T2
AU 3 Multichem;AU3;DBIL;2;01/22/2017 17:30:04;15.50;15.9;1;Accepted;;;;T2
AU 3 Multichem;AU3;GLU;2;01/22/2017 17:30:04;7.230;6.8;0.2;Accepted;1-2S fails because the result 7.230 is out of 2 SD (Target=6.800, SD=0.200);;;T2
AU 3 Multichem;AU3;IGA;2;01/22/2017 17:30:04;2.170;2.28;0.1;Accepted;;;;T2
AU 3 Multichem;AU3;IGM;2;01/22/2017 17:30:04;0.920;0.92;0.02;Accepted;;;;T2
AU 3 Multichem;AU3;TBIL;2;01/22/2017 17:30:04;49.00;50;1;Accepted;;;;T2
AU 3 Multichem;AU3;TP;2;01/22/2017 17:30:04;66.8;65;1.5;Accepted;;;;T2
AU 3 Multichem;AU3;TRIG;2;01/22/2017 17:30:04;1.680;1.7;0.08;Accepted;;;;T2
AU 3 Multichem;AU3;URATE;2;01/22/2017 17:30:04;350.0;347;8;Accepted;;;;T2
AU 3 Multichem;AU3;CL;2;01/22/2017 17:29:59;94.00;91.8;1.7;Accepted;;;;T2
AU 3 Multichem;AU3;K;2;01/22/2017 17:29:59;3.80;3.8;0.08;Accepted;;;;T2
AU 3 Multichem;AU3;NA;2;01/22/2017 17:29:59;142.0;141;1.75;Accepted;;;;T2
AU 3 Multichem;AU3;ALT;2;01/22/2017 17:29:54;112;110;5;Accepted;;;;T2
AU 3 Multichem;AU3;UREA;2;01/22/2017 17:29:54;14.02;13.8;0.45;Accepted;;;;T2
AU 3 Multichem;AU3;ALB;2;01/22/2017 17:29:49;44.0;43.5;1.5;Accepted;;;;T2
AU 3 Multichem;AU3;ALP;2;01/22/2017 17:29:49;219.0;220;10;Accepted;;;;T2
AU 3 Multichem;AU3;ALT;2;01/22/2017 17:29:49;113;110;5;Accepted;;;;T2
AU 3 Multichem;AU3;AMY;2;01/22/2017 17:29:49;119.0;117;3.5;Accepted;;;;T2
AU 3 Multichem;AU3;AST;2;01/22/2017 17:29:49;130.9;133;2.5;Accepted;;;;T2
AU 3 Multichem;AU3;C3;2;01/22/2017 17:29:49;1.370;1.35;0.05;Accepted;;;;T2
AU 3 Multichem;AU3;CK;2;01/22/2017 17:29:49;246.0;244;6;Accepted;;;;T2
AU 3 Multichem;AU3;CRP;2;01/22/2017 17:29:49;10.10;10.1;0.25;Accepted;;;;T2
AU 3 Multichem;AU3;GGT;2;01/22/2017 17:29:49;77.70;77;3;Accepted;;;;T2
AU 3 Multichem;AU3;HDL;2;01/22/2017 17:29:49;1.090;1.1;0.04;Accepted;;;;T2
AU 3 Multichem;AU3;IGG;2;01/22/2017 17:29:49;10.45;10.5;0.5;Accepted;;;;T2
AU 3 Multichem;AU3;LACT;2;01/22/2017 17:29:49;1.870;1.85;0.1;Accepted;;;;T2
AU 3 Multichem;AU3;MG;2;01/22/2017 17:29:49;1.260;1.22;0.05;Accepted;;;;T2
AU 3 Multichem;AU3;PARA;2;01/22/2017 17:29:49;76.00;76.5;1.5;Accepted;;;;T2
AU 3 Multichem;AU3;PO4;2;01/22/2017 17:29:49;1.36;1.3;0.04;Accepted;;;;T2
AU 3 Multichem;AU3;SALIC;2;01/22/2017 17:29:49;140.5;136;5;Accepted;;;;T2
AU 3 Multichem;AU3;UREA;2;01/22/2017 17:29:49;14.04;13.8;0.45;Accepted;;;;T2
AU 3 Multichem;AU3;C4;1;01/22/2017 17:29:44;0.190;0.18;0.01;Accepted;;;;T1
AU 3 Multichem;AU3;CL;2;01/22/2017 17:29:44;92.00;91.8;1.7;Accepted;;;;T2
AU 3 Multichem;AU3;GLU;1;01/22/2017 17:29:44;2.75;3.1;0.1;Manually rejected;1-3S fails because the result 2.75 is out of 3 SD (Target=3.10, SD=0.10);;SYSADM;T1
AU 3 Multichem;AU3;K;2;01/22/2017 17:29:44;3.79;3.8;0.08;Accepted;;;;T2
AU 3 Multichem;AU3;NA;2;01/22/2017 17:29:44;142.0;141;1.75;Accepted;;;;T2
AU 3 Multichem;AU3;TBIL;1;01/22/2017 17:29:44;16.00;16.7;0.8;Accepted;;;;T1
AU 3 Multichem;AU3;TRIG;1;01/22/2017 17:29:44;0.580;0.7;0.06;Accepted;3-1S (across runs) fails because results 0.580, 0.580 and 0.600 are on the same side of the target and exceed 1 SD (Target=0.700, SD=0.060);;;T1
AU 3 Multichem;AU3;ALC;1;01/22/2017 17:29:39;333.0;383;15;Manually rejected;2-2S fails (across runs) because the results 333.0 and 352.0 are on the same side of the target and out of 2 SD (Target=383.0, SD=15.0);;SYSADM;T1
AU 3 Multichem;AU3;BICARB;1;01/22/2017 17:29:39;18.00;16.9;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;C4;1;01/22/2017 17:29:39;0.180;0.18;0.01;Accepted;;;;T1
AU 3 Multichem;AU3;CA;1;01/22/2017 17:29:39;1.59;1.53;0.07;Accepted;;;;T1
AU 3 Multichem;AU3;CHOL;1;01/22/2017 17:29:39;2.440;2.78;0.1;Manually rejected;2-2S fails (across runs) because the results 2.440 and 2.570 are on the same side of the target and out of 2 SD (Target=2.780, SD=0.100);;SYSADM;T1
AU 3 Multichem;AU3;CREAT;1;01/22/2017 17:29:39;55.00;55;2.75;Accepted;;;;T1
AU 3 Multichem;AU3;DBIL;1;01/22/2017 17:29:39;5.100;5.9;0.5;Accepted;3-1S (across runs) fails because results 5.100, 5.100 and 5.300 are on the same side of the target and exceed 1 SD (Target=5.900, SD=0.500);;;T1
AU 3 Multichem;AU3;GLU;1;01/22/2017 17:29:39;2.75;3.1;0.1;Manually rejected;2-2S fails (across runs) because the results 2.75 and 2.66 are on the same side of the target and out of 2 SD (Target=3.10, SD=0.10);;SYSADM;T1
AU 3 Multichem;AU3;IGA;1;01/22/2017 17:29:39;1.490;1.65;0.08;Accepted;;;;T1
AU 3 Multichem;AU3;IGM;1;01/22/2017 17:29:39;0.6000;0.64;0.02;Accepted;;;;T1
AU 3 Multichem;AU3;TBIL;1;01/22/2017 17:29:39;16.00;16.7;0.8;Accepted;;;;T1
AU 3 Multichem;AU3;TP;1;01/22/2017 17:29:39;45.26;47.5;1;Manually rejected;2-2S fails (across runs) because the results 45.26 and 45.02 are on the same side of the target and out of 2 SD (Target=47.50, SD=1.00);;SYSADM;T1
AU 3 Multichem;AU3;TRIG;1;01/22/2017 17:29:39;0.580;0.7;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;URATE;1;01/22/2017 17:29:39;136.0;143;4;Accepted;;;;T1
AU 3 Multichem;AU3;CL;1;01/22/2017 17:29:34;82.0;83;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;K;1;01/22/2017 17:29:34;2.590;2.52;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;NA;1;01/22/2017 17:29:34;118.0;122;1.5;Accepted;4-1S fails (across runs) because results 118.0, 120.0, 118.0, and 119.0 are on the same side of the target and out of 1 SD (Target=122.0, SD=1.5);;;T1
AU 3 Multichem;AU3;ALT;1;01/22/2017 17:29:29;24.60;25;1.6;Accepted;;;;T1
AU 3 Multichem;AU3;UREA;1;01/22/2017 17:29:29;3.14;3.15;0.14;Accepted;;;;T1
AU 3 Multichem;AU3;ALB;1;01/22/2017 17:29:24;28.70;30.9;1;Accepted;1-2S fails because the result 28.70 is out of 2 SD (Target=30.90, SD=1.00);;;T1
AU 3 Multichem;AU3;ALP;1;01/22/2017 17:29:24;64.00;80;3;Manually rejected;1-3S fails because the result 64.00 is out of 3 SD (Target=80.00, SD=3.00);(SYSADM) new lot;SYSADM;T1
AU 3 Multichem;AU3;ALT;1;01/22/2017 17:29:24;24.40;25;1.6;Accepted;;;;T1
AU 3 Multichem;AU3;AMY;1;01/22/2017 17:29:24;41.00;42;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;AST;1;01/22/2017 17:29:24;41.71;43;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;C3;1;01/22/2017 17:29:24;0.890;0.95;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;CK;1;01/22/2017 17:29:24;61.00;68.7;3;Manually rejected;2-2S fails (across runs) because the results 61.00 and 60.00 are on the same side of the target and out of 2 SD (Target=68.70, SD=3.00);;SYSADM;T1
AU 3 Multichem;AU3;CRP;1;01/22/2017 17:29:24;3.500;3.77;0.24;Accepted;;;;T1
AU 3 Multichem;AU3;GGT;1;01/22/2017 17:29:24;24.5;26;1;Accepted;;;;T1
AU 3 Multichem;AU3;HDL;1;01/22/2017 17:29:24;0.72;0.8;0.03;Manually rejected;2-2S fails (across runs) because the results 0.72 and 0.73 are on the same side of the target and out of 2 SD (Target=0.80, SD=0.03);;SYSADM;T1
AU 3 Multichem;AU3;IGG;1;01/22/2017 17:29:24;6.840;7.4;0.25;Manually rejected;2-2S fails (across runs) because the results 6.840 and 6.850 are on the same side of the target and out of 2 SD (Target=7.400, SD=0.250);;SYSADM;T1
AU 3 Multichem;AU3;LACT;1;01/22/2017 17:29:24;0.790;0.51;0.05;Manually rejected;2-2S fails (across runs) because the results 0.790 and 0.760 are on the same side of the target and out of 2 SD (Target=0.511, SD=0.050);;SYSADM;T1
AU 3 Multichem;AU3;MG;1;01/22/2017 17:29:24;0.610;0.53;0.02;Manually rejected;2-2S fails (across runs) because the results 0.610 and 0.580 are on the same side of the target and out of 2 SD (Target=0.530, SD=0.020);;SYSADM;T1
AU 3 Multichem;AU3;PARA;1;01/22/2017 17:29:24;16.0;17.6;0.8;Accepted;1-2S fails because the result 16.0 is out of 2 SD (Target=17.6, SD=0.8);;;T1
AU 3 Multichem;AU3;PO4;1;01/22/2017 17:29:24;0.760;0.74;0.03;Accepted;;;;T1
AU 3 Multichem;AU3;SALIC;1;01/22/2017 17:29:24;78.2;79;5;Accepted;;;;T1
AU 3 Multichem;AU3;UREA;1;01/22/2017 17:29:24;3.11;3.15;0.14;Accepted;;;;T1
AU 3 Multichem;AU3;CL;1;01/22/2017 17:29:19;81.0;83;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;K;1;01/22/2017 17:29:19;2.650;2.52;0.06;Accepted;1-2S fails because the result 2.650 is out of 2 SD (Target=2.520, SD=0.060);;;T1
AU 3 Multichem;AU3;NA;1;01/22/2017 17:29:19;120.0;122;1.5;Accepted;4-1S fails (across runs) because results 120.0, 118.0, 119.0, and 119.0 are on the same side of the target and out of 1 SD (Target=122.0, SD=1.5);;;T1
AU 3 Multichem;AU3;CL;3;01/22/2017 12:24:08;108.0;106.5;2;Accepted;;;;T3
AU 3 Multichem;AU3;K;3;01/22/2017 12:24:08;6.610;6.67;0.12;Accepted;;;;T3
AU 3 Multichem;AU3;NA;3;01/22/2017 12:24:08;156.0;156;1.75;Accepted;;;;T3
AU 3 Multichem;AU3;CL;2;01/22/2017 12:24:03;94.00;91.8;1.7;Accepted;;;;T2
AU 3 Multichem;AU3;CL;3;01/22/2017 12:24:03;104.0;106.5;2;Accepted;;;;T3
AU 3 Multichem;AU3;K;2;01/22/2017 12:24:03;3.79;3.8;0.08;Accepted;;;;T2
AU 3 Multichem;AU3;K;3;01/22/2017 12:24:03;6.440;6.67;0.12;Accepted;;;;T3
AU 3 Multichem;AU3;NA;2;01/22/2017 12:24:03;142.0;141;1.75;Accepted;;;;T2
AU 3 Multichem;AU3;NA;3;01/22/2017 12:24:03;152.0;156;1.75;Accepted;1-2S fails because the result 152.0 is out of 2 SD (Target=156.0, SD=1.8);;;T3
AU 3 Multichem;AU3;CL;1;01/22/2017 12:23:58;82.0;83;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;CL;2;01/22/2017 12:23:58;91.00;91.8;1.7;Accepted;;;;T2
AU 3 Multichem;AU3;K;1;01/22/2017 12:23:58;2.570;2.52;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;K;2;01/22/2017 12:23:58;3.74;3.8;0.08;Accepted;;;;T2
AU 3 Multichem;AU3;NA;1;01/22/2017 12:23:58;118.0;122;1.5;Accepted;4-1S fails (across runs) because results 118.0, 119.0, 119.0, and 117.0 are on the same side of the target and out of 1 SD (Target=122.0, SD=1.5);;;T1
AU 3 Multichem;AU3;NA;2;01/22/2017 12:23:58;140.0;141;1.75;Accepted;;;;T2
AU 3 Multichem;AU3;CL;1;01/22/2017 12:23:53;81.0;83;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;K;1;01/22/2017 12:23:53;2.630;2.52;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;NA;1;01/22/2017 12:23:53;119.0;122;1.5;Accepted;3-1S (across runs) fails because results 119.0, 119.0 and 117.0 are on the same side of the target and exceed 1 SD (Target=122.0, SD=1.5);;;T1
AU 3 Multichem;AU3;ALC;3;01/22/2017 02:42:32;1957.0;1925;100;Accepted;;;;T3
AU 3 Multichem;AU3;BICARB;3;01/22/2017 02:42:32;37.00;34.4;2.2;Accepted;;;;T3
AU 3 Multichem;AU3;C4;3;01/22/2017 02:42:32;0.350;0.38;0.02;Accepted;;;;T3
AU 3 Multichem;AU3;CA;3;01/22/2017 02:42:32;3.170;3.14;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;CHOL;3;01/22/2017 02:42:32;6.920;6.84;0.2;Accepted;;;;T3
AU 3 Multichem;AU3;CL;3;01/22/2017 02:42:32;110.0;106.5;2;Accepted;;;;T3
AU 3 Multichem;AU3;CREAT;3;01/22/2017 02:42:32;471;469;15;Accepted;;;;T3
AU 3 Multichem;AU3;DBIL;3;01/22/2017 02:42:32;28.00;29;2;Accepted;;;;T3
AU 3 Multichem;AU3;GLU;3;01/22/2017 02:42:32;16.47;16.4;0.4;Accepted;;;;T3
AU 3 Multichem;AU3;IGA;3;01/22/2017 02:42:32;2.850;2.9;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;IGM;3;01/22/2017 02:42:32;1.190;1.21;0.03;Accepted;;;;T3
AU 3 Multichem;AU3;K;3;01/22/2017 02:42:32;6.760;6.67;0.12;Accepted;;;;T3
AU 3 Multichem;AU3;NA;3;01/22/2017 02:42:32;158.0;156;1.75;Accepted;;;;T3
AU 3 Multichem;AU3;TBIL;3;01/22/2017 02:42:32;91.00;93.2;2.5;Accepted;;;;T3
AU 3 Multichem;AU3;TP;3;01/22/2017 02:42:32;86.84;86;2;Accepted;;;;T3
AU 3 Multichem;AU3;TRIG;3;01/22/2017 02:42:32;2.970;2.9;0.09;Accepted;;;;T3
AU 3 Multichem;AU3;URATE;3;01/22/2017 02:42:32;463.0;463;15;Accepted;;;;T3
AU 3 Multichem;AU3;ALB;3;01/22/2017 02:42:27;56.40;54.9;1.7;Accepted;;;;T3
AU 3 Multichem;AU3;ALP;3;01/22/2017 02:42:27;472.0;475;15;Accepted;;;;T3
AU 3 Multichem;AU3;ALT;3;01/22/2017 02:42:27;240.8;229;10;Accepted;;;;T3
AU 3 Multichem;AU3;AMY;3;01/22/2017 02:42:27;323.0;312;10;Accepted;;;;T3
AU 3 Multichem;AU3;AST;3;01/22/2017 02:42:27;267.8;269;5;Accepted;;;;T3
AU 3 Multichem;AU3;C3;3;01/22/2017 02:42:27;2.090;2.1;0.06;Accepted;;;;T3
AU 3 Multichem;AU3;CK;3;01/22/2017 02:42:27;453.0;442;10;Accepted;;;;T3
AU 3 Multichem;AU3;CL;3;01/22/2017 02:42:27;106.0;106.5;2;Accepted;;;;T3
AU 3 Multichem;AU3;CRP;3;01/22/2017 02:42:27;29.10;29.5;0.74;Accepted;;;;T3
AU 3 Multichem;AU3;GGT;3;01/22/2017 02:42:27;152.8;147;5;Accepted;;;;T3
AU 3 Multichem;AU3;HDL;3;01/22/2017 02:42:27;1.650;1.61;0.05;Accepted;;;;T3
AU 3 Multichem;AU3;IGG;3;01/22/2017 02:42:27;12.82;13.4;0.5;Accepted;;;;T3
AU 3 Multichem;AU3;K;3;01/22/2017 02:42:27;6.660;6.67;0.12;Accepted;;;;T3
AU 3 Multichem;AU3;LACT;3;01/22/2017 02:42:27;4.230;4.2;0.2;Accepted;;;;T3
AU 3 Multichem;AU3;MG;3;01/22/2017 02:42:27;1.850;1.82;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;NA;3;01/22/2017 02:42:27;156.0;156;1.75;Accepted;;;;T3
AU 3 Multichem;AU3;PARA;3;01/22/2017 02:42:27;207.0;207;4;Accepted;;;;T3
AU 3 Multichem;AU3;PO4;3;01/22/2017 02:42:27;2.410;2.38;0.06;Accepted;;;;T3
AU 3 Multichem;AU3;SALIC;3;01/22/2017 02:42:27;373.3;365;10;Accepted;;;;T3
AU 3 Multichem;AU3;UREA;3;01/22/2017 02:42:27;23.31;22;0.8;Accepted;;;;T3
AU 3 Multichem;AU3;ALC;2;01/21/2017 21:00:58;706.0;703;30;Accepted;;;;T2
AU 3 Multichem;AU3;BICARB;2;01/21/2017 21:00:58;26.00;23.5;2;Accepted;;;;T2
AU 3 Multichem;AU3;C4;2;01/21/2017 21:00:58;0.260;0.27;0.01;Accepted;;;;T2
AU 3 Multichem;AU3;CA;2;01/21/2017 21:00:58;2.450;2.4;0.08;Accepted;;;;T2
AU 3 Multichem;AU3;CHOL;2;01/21/2017 21:00:58;3.950;3.94;0.15;Accepted;;;;T2
AU 3 Multichem;AU3;CL;2;01/21/2017 21:00:58;93.00;91.8;1.7;Accepted;;;;T2
AU 3 Multichem;AU3;CREAT;2;01/21/2017 21:00:58;167.0;164.5;5;Accepted;;;;T2
AU 3 Multichem;AU3;DBIL;2;01/21/2017 21:00:58;15.70;15.9;1;Accepted;;;;T2
AU 3 Multichem;AU3;GLU;2;01/21/2017 21:00:58;6.950;6.8;0.2;Accepted;;;;T2
AU 3 Multichem;AU3;IGA;2;01/21/2017 21:00:58;2.110;2.28;0.1;Accepted;;;;T2
AU 3 Multichem;AU3;IGM;2;01/21/2017 21:00:58;0.910;0.92;0.02;Accepted;;;;T2
AU 3 Multichem;AU3;K;2;01/21/2017 21:00:58;3.76;3.8;0.08;Accepted;;;;T2
AU 3 Multichem;AU3;NA;2;01/21/2017 21:00:58;141.0;141;1.75;Accepted;;;;T2
AU 3 Multichem;AU3;TBIL;2;01/21/2017 21:00:58;50.00;50;1;Accepted;;;;T2
AU 3 Multichem;AU3;TP;2;01/21/2017 21:00:58;66.0;65;1.5;Accepted;;;;T2
AU 3 Multichem;AU3;TRIG;2;01/21/2017 21:00:58;1.660;1.7;0.08;Accepted;;;;T2
AU 3 Multichem;AU3;URATE;2;01/21/2017 21:00:58;347.0;347;8;Accepted;;;;T2
AU 3 Multichem;AU3;ALB;2;01/21/2017 21:00:53;44.3;43.5;1.5;Accepted;;;;T2
AU 3 Multichem;AU3;ALP;2;01/21/2017 21:00:53;214.0;220;10;Accepted;;;;T2
AU 3 Multichem;AU3;ALT;2;01/21/2017 21:00:53;111;110;5;Accepted;;;;T2
AU 3 Multichem;AU3;AMY;2;01/21/2017 21:00:53;120.0;117;3.5;Accepted;;;;T2
AU 3 Multichem;AU3;AST;2;01/21/2017 21:00:53;132.8;133;2.5;Accepted;;;;T2
AU 3 Multichem;AU3;C3;2;01/21/2017 21:00:53;1.320;1.35;0.05;Accepted;;;;T2
AU 3 Multichem;AU3;CK;2;01/21/2017 21:00:53;253.0;244;6;Accepted;;;;T2
AU 3 Multichem;AU3;CL;2;01/21/2017 21:00:53;92.00;91.8;1.7;Accepted;;;;T2
AU 3 Multichem;AU3;CRP;2;01/21/2017 21:00:53;10.20;10.1;0.25;Accepted;;;;T2
AU 3 Multichem;AU3;GGT;2;01/21/2017 21:00:53;78.30;77;3;Accepted;;;;T2
AU 3 Multichem;AU3;HDL;2;01/21/2017 21:00:53;1.110;1.1;0.04;Accepted;;;;T2
AU 3 Multichem;AU3;IGG;2;01/21/2017 21:00:53;10.37;10.5;0.5;Accepted;;;;T2
AU 3 Multichem;AU3;K;2;01/21/2017 21:00:53;3.78;3.8;0.08;Accepted;;;;T2
AU 3 Multichem;AU3;LACT;2;01/21/2017 21:00:53;1.850;1.85;0.1;Accepted;;;;T2
AU 3 Multichem;AU3;MG;2;01/21/2017 21:00:53;1.240;1.22;0.05;Accepted;;;;T2
AU 3 Multichem;AU3;NA;2;01/21/2017 21:00:53;142.0;141;1.75;Accepted;;;;T2
AU 3 Multichem;AU3;PARA;2;01/21/2017 21:00:53;76.00;76.5;1.5;Accepted;;;;T2
AU 3 Multichem;AU3;PO4;2;01/21/2017 21:00:53;1.31;1.3;0.04;Accepted;;;;T2
AU 3 Multichem;AU3;SALIC;2;01/21/2017 21:00:53;148.4;136;5;Accepted;1-2S fails because the result 148.4 is out of 2 SD (Target=136.0, SD=5.0);;;T2
AU 3 Multichem;AU3;UREA;2;01/21/2017 21:00:53;14.42;13.8;0.45;Accepted;;;;T2
AU 3 Multichem;AU3;UREA;3;01/21/2017 17:40:19;22.51;22;0.8;Accepted;;;;T3
AU 3 Multichem;AU3;UREA;2;01/21/2017 17:40:14;14.27;13.8;0.45;Accepted;;;;T2
AU 3 Multichem;AU3;UREA;1;01/21/2017 17:40:09;3.15;3.15;0.14;Accepted;;;;T1
AU 3 Multichem;AU3;ALC;1;01/21/2017 17:04:25;352.0;383;15;Accepted;1-2S fails because the result 352.0 is out of 2 SD (Target=383.0, SD=15.0);;;T1
AU 3 Multichem;AU3;BICARB;1;01/21/2017 17:04:25;18.00;16.9;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;C4;1;01/21/2017 17:04:25;0.170;0.18;0.01;Accepted;;;;T1
AU 3 Multichem;AU3;CA;1;01/21/2017 17:04:25;1.64;1.53;0.07;Accepted;;;;T1
AU 3 Multichem;AU3;CHOL;1;01/21/2017 17:04:25;2.570;2.78;0.1;Accepted;1-2S fails because the result 2.570 is out of 2 SD (Target=2.780, SD=0.100);;;T1
AU 3 Multichem;AU3;CL;1;01/21/2017 17:04:25;82.0;83;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;CREAT;1;01/21/2017 17:04:25;56.00;55;2.75;Accepted;;;;T1
AU 3 Multichem;AU3;DBIL;1;01/21/2017 17:04:25;5.100;5.9;0.5;Accepted;;;;T1
AU 3 Multichem;AU3;GLU;1;01/21/2017 17:04:25;2.66;3.1;0.1;Manually accepted;1-3S fails because the result 2.66 is out of 3 SD (Target=3.10, SD=0.10);(SYSADM) new qc material;SYSADM;T1
AU 3 Multichem;AU3;IGA;1;01/21/2017 17:04:25;1.500;1.65;0.08;Accepted;;;;T1
AU 3 Multichem;AU3;IGM;1;01/21/2017 17:04:25;0.6000;0.64;0.02;Accepted;;;;T1
AU 3 Multichem;AU3;K;1;01/21/2017 17:04:25;2.590;2.52;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;NA;1;01/21/2017 17:04:25;119.0;122;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;TBIL;1;01/21/2017 17:04:25;16.00;16.7;0.8;Accepted;;;;T1
AU 3 Multichem;AU3;TP;1;01/21/2017 17:04:25;45.02;47.5;1;Accepted;1-2S fails because the result 45.02 is out of 2 SD (Target=47.50, SD=1.00);;;T1
AU 3 Multichem;AU3;TRIG;1;01/21/2017 17:04:25;0.600;0.7;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;URATE;1;01/21/2017 17:04:25;133.0;143;4;Accepted;1-2S fails because the result 133.0 is out of 2 SD (Target=143.0, SD=4.0);;;T1
AU 3 Multichem;AU3;ALB;1;01/21/2017 17:04:20;28.90;30.9;1;Accepted;;;;T1
AU 3 Multichem;AU3;ALP;1;01/21/2017 17:04:20;66.00;80;3;Manually rejected;1-3S fails because the result 66.00 is out of 3 SD (Target=80.00, SD=3.00);(SYSADM) new qc material;SYSADM;T1
